age,education_level,career_field,main_sector,employer_type,contract_type,weekly_hours,residence,province,monthly_income_rwf
27,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Southern Province,31200.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Southern Province,31200.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,21.0,Rural,Southern Province,52000.0
19,Upper secondary education,Agriculture,Services,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,52000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,63.0,Rural,Southern Province,20000.0
25,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Urban,Southern Province,65000.0
20,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,45.0,Urban,Southern Province,20000.0
25,Tertiary education,ICT,Services,Private business or VUP,Oral agreement,40.0,Urban,Southern Province,100000.0
16,Primary education,Agriculture,Industry,Private business or VUP,Oral agreement,14.0,Rural,Southern Province,39000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,26000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Southern Province,26000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,26000.0
30,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,26000.0
19,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,6.0,Rural,Southern Province,11700.0
20,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,26000.0
22,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,15600.0
21,Lower secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,15.0,Rural,Southern Province,13000.0
21,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Southern Province,31200.0
23,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,31200.0
18,Primary education,Agriculture,Industry,Other,Oral agreement,45.0,Rural,Southern Province,39000.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,26000.0
16,Primary education,Elementary and other work,Services,Household,Oral agreement,42.0,Rural,Southern Province,8000.0
18,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Southern Province,8666.667
18,Primary education,Skilled trades and operators,Industry,Private business or VUP,Written contract,42.0,Rural,Southern Province,60000.0
18,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Urban,Southern Province,65000.0
26,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Southern Province,39000.0
19,Lower secondary education,Agriculture,Industry,Other,Oral agreement,35.0,Rural,Southern Province,31200.0
20,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,24.0,Rural,Southern Province,130000.0
27,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Southern Province,31200.0
18,Primary education,Elementary and other work,Services,Household,Oral agreement,35.0,Urban,Southern Province,15000.0
19,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,30.0,Urban,Southern Province,91000.0
24,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,70.0,Urban,Southern Province,78000.0
29,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,10.0,Urban,Southern Province,52000.0
25,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,56.0,Rural,Western Province,78000.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,52000.0
19,Lower secondary education,Skilled trades and operators,Services,Private business or VUP,Written contract,15.0,Urban,Western Province,78000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,35.0,Rural,Western Province,8000.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Western Province,26000.0
26,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Oral agreement,25.0,Rural,Western Province,78000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Western Province,39000.0
22,Primary education,"Education, health and social services",Services,Public-private enterprise,Oral agreement,20.0,Rural,Western Province,15000.0
17,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,15.0,Rural,Western Province,13000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,2.0,Rural,Western Province,26000.0
20,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,45.0,Rural,Western Province,104000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Western Province,26000.0
16,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,16.0,Rural,Western Province,39000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Western Province,18200.0
27,Primary education,Agriculture,Industry,Private business or VUP,Oral agreement,28.0,Rural,Western Province,32500.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,52000.0
24,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,21.0,Urban,Western Province,52000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Western Province,21666.666
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Western Province,52000.0
17,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,28.0,Rural,Western Province,39000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Western Province,26000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,31200.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Urban,Western Province,39000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,36.0,Urban,Western Province,20000.0
26,Pre-primary,Elementary and other work,Services,Private business or VUP,Written contract,46.0,Urban,Western Province,45000.0
23,Primary education,Agriculture,Agriculture,Other,Oral agreement,30.0,Rural,Western Province,46800.0
27,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,8.0,Rural,Western Province,26000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,39000.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,14.0,Rural,Western Province,39000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,5.0,Rural,Western Province,52000.0
19,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Western Province,50000.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,26000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Western Province,17333.334
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,6.0,Rural,Western Province,13000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,14.0,Rural,Western Province,26000.0
25,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,32.0,Urban,Western Province,26000.0
24,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,16.0,Rural,Western Province,26000.0
25,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,3.0,Rural,Western Province,26000.0
22,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Rural,Western Province,52000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,22.0,Rural,Western Province,39000.0
27,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,6.0,Urban,Western Province,65000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Urban,Western Province,39000.0
27,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,12.0,Urban,Western Province,78000.0
30,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,6.0,Urban,Western Province,15600.0
21,Primary education,Skilled trades and operators,Services,Private business or VUP,Oral agreement,56.0,Rural,Western Province,25000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Western Province,26000.0
21,Upper secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,30.0,Rural,Western Province,95333.336
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,27.0,Rural,Western Province,39000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,39000.0
29,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,35.0,Rural,Western Province,60000.0
18,Primary education,Agriculture,Agriculture,Cooperative,Oral agreement,28.0,Rural,Western Province,17333.334
20,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,27.0,Rural,Western Province,52000.0
21,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,66.0,Rural,Western Province,65000.0
30,Tertiary education,Elementary and other work,Services,NGO or international organisation,Written contract,40.0,Rural,Northern Province,92000.0
24,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,50.0,Rural,Northern Province,65000.0
25,No formal education,Elementary and other work,Services,Household,Oral agreement,45.0,Rural,Northern Province,24000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,26000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Northern Province,26000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,21.0,Rural,Northern Province,182000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,15000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,26000.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,26000.0
24,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,46.0,Urban,Northern Province,26000.0
26,Upper secondary education,ICT,Services,Public institution,Written contract,70.0,Urban,Northern Province,180000.0
27,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Northern Province,17000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Northern Province,20000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,54.0,Urban,Northern Province,15000.0
22,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Rural,Northern Province,52000.0
18,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,27.0,Rural,Northern Province,78000.0
17,Primary education,Sales and services,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Northern Province,20000.0
